Brand,Model,Price,Released,Mass,Platform,Operating System,CPU Clock,Processor,Processor Score,RAM Capacity (converted),Non-volatile Memory Capacity (converted),RAM Type,Display Diagonal,Resolution,Pixel Density,Display Type,Graphical Controller,GPU Scores,Microphone(s),Loudpeaker(s):,Audio Output:,Expansion Interfaces,USB Connector,Max. Charging Power:,Nominal Battery Capacity,Image Sensor Pixel Size,No. of effective pixels,Aperture (W),Camera Extra Functions,Camera Extra Feat.,Secondary No. of pixels,Built-in compass,Built-in gyroscope,Voice Command,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition,Barometer,In-screen fingerprint sensor,Hall,Heart rate sensor,Fingerprint sensor,Light sensor,Proximity sensor,Step counter,Display_Score,Performance_Score,Camera_Score,Battery_Score,Camera Prefs,Battery Prefs,Performance Prefs,Display Prefs
BBK,Vivo V15 Pro Standard Edition Dual SIM TD-LTE IN ID NP TH 128GB 1818,20500,19-Mar,185,Android,Google Android 9.0 (Pie),2000,Snapdragon 675,200150,6,128,4,162.3,1080x2340,403,1,Qualcomm Adreno 612,26541,2,1,1,1,0,10,3700,0.8,48,1.8,"Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection",13,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40301,256691,7466.666667,13700,1057358.667,1674458.667,25730567.67,4307957.667
BBK,Vivo V17 Dual SIM TD-LTE IN 128GB 1919,17990,19-Dec,176,Android,Google Android 9.0 (Pie),2000,Snapdragon 675,200150,8,128,4,163.6,1080x2400,409,1,Qualcomm Adreno 612,26541,2,1,1,1,1,18,4500,0.8,48,1.8,"EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40901,258691,7466.666667,22500,1068758.667,2557058.667,25939967.67,4378757.667
BBK,Vivo V17 Pro Dual SIM TD-LTE IN PK NP BD MN 128GB 1909,19990,19-Oct,201.8,Android,Google Android 9.0 (Pie),2000,Snapdragon 675,200150,8,128,4,163.6,1080x2400,409,1,Qualcomm Adreno 612,26541,2,1,1,0,1,18,4100,0.8,48,1.8,"Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",14,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40901,258691,7466.666667,22100,1068358.667,2517058.667,25939567.67,4378357.667
BBK,Vivo V20 Global Dual SIM TD-LTE V3 128GB TD2003F,24990,20-Oct,171,Android,Google Android 11,2300,Snapdragon 720G,270644,8,128,4,163.6,1080x2400,409,1,Qualcomm Adreno 618,52700,2,1,1,0,1,33,4000,0.8,63.7,1.89,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",15,44.2,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40901,358344,7149.206349,37000,1151165.635,4106394.206,35919450.21,4492593.206
BBK,Vivo V20 Pro 5G Global Dual SIM TD-LTE 128GB 2018,35190,20-Oct,170,Android,Google Android 10 (Q),2400,Snapdragon 765G,308083,8,128,4,163.5,1080x2400,409,1,Qualcomm Adreno 620,68545,2,1,0,0,1,33,4000,0.8,63.7,1.89,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",15,44.2,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40901,412628,7149.206349,37000,1205449.635,4160678.206,41347850.21,4546877.206
BBK,Vivo X50 4G Dual SIM TD-LTE V1 IN 128GB 2004,31491,20-Jul,171.5,Android,Google Android 10 (Q),2400,Snapdragon 730,251169,8,128,4,166.62,1080x2376,398,1,Qualcomm Adreno 618,52700,2,1,0,0,1,33,4200,0.8,48,1.6,"EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",17,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,39801,339869,8300,37200,1246870,4107970,34072201,4365469
BBK,Vivo X50 4G Dual SIM TD-LTE V1 IN 256GB 2004,34191,20-Jul,171.5,Android,Google Android 10 (Q),2400,Snapdragon 730,251169,8,256,4,166.62,1080x2376,398,1,Qualcomm Adreno 618,52700,2,1,0,0,1,33,4200,0.8,48,1.6,"EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",17,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,39801,339869,8300,37200,1246870,4107970,34072201,4365469
BBK,Vivo X50 Pro 5G Global Dual SIM TD-LTE 256GB 2006,44991,20-Jun,181.5,Android,Google Android 10 (Q),2400,Snapdragon 765G,308083,8,256,4,166.62,1080x2376,398,1,Qualcomm Adreno 620,68545,2,1,0,0,1,33,4315,0.8,48,1.6,"EIS (video)
 , Gimbal
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",17,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,39801,412628,8300,37315,1319744,4192229,41348216,4438343
BBK,Vivo Y12 2019 Premium Edition Dual SIM TD-LTE IN 32GB 1904,12990,19-May,190.5,Android,Google Android 9.0 (Pie),2000,Helio P22,75418,4,32,3,161.5,720x1544,268,0,PowerVR GE8320,11243,2,1,1,1,0,18,5000,0.8,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26800,113661,6254.545455,23000,788915.5455,2446715.545,11422154.55,2822915.545
BBK,Vivo Y12 2019 Standard Edition Dual SIM TD-LTE IN PH 64GB 1904,10990,19-May,190.5,Android,Google Android 9.0 (Pie),2000,Helio P22,75418,3,64,3,161.5,720x1544,268,0,PowerVR GE8320,11243,2,1,1,1,0,18,5000,0.8,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26800,112661,6254.545455,23000,787915.5455,2445715.545,11322154.55,2821915.545
BBK,Vivo Y15 2019 Dual SIM TD-LTE IN PH 64GB 1901,12840,19-May,190.5,Android,Google Android 9.0 (Pie),2300,Helio P22,75418,4,64,3,161.5,720x1544,268,0,PowerVR GE8320,11243,2,1,1,1,0,18,5000,0.8,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26800,116661,6254.545455,23000,791915.5455,2449715.545,11722154.55,2825915.545
BBK,Vivo Y17 2019 Dual SIM TD-LTE IN ID NP PK 128GB 1902,12600,19-May,190.5,Android,Google Android 9.0 (Pie),2300,Helio P35,94992,4,128,3,161.5,720x1544,268,0,PowerVR GE8320,11243,2,1,1,1,0,18,5000,0.8,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,19.7,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26800,136235,6254.545455,23000,811489.5455,2469289.545,13679554.55,2845489.545
BBK,Vivo Y19 2019 Dual SIM TD-LTE IN PK 128GB 1915,14990,19-Nov,193,Android,Google Android 9.0 (Pie),2000,Helio P65,183182,4,128,4,165.9,1080x2340,395,0,ARM Mali-G52 MP2,23875,2,1,1,1,0,18,5000,0.8,15.9,1.78,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection",11,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,235057,7541.573034,23000,1051714.303,2582098.573,23575741.57,4215598.573
BBK,Vivo Y1s 2020 Standard Edition Dual SIM TD-LTE V1 KH 32GB,8100,20-Aug,161,Android,Google Android 10 (Q),2300,Helio P35,94992,2,32,3,158,720x1560,276,0,PowerVR GE8320,11243,2,1,1,1,0,10,4030,0.8,13,2.2,"HDR photo
 , HDR video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",11,4.9,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,27600,134235,6254.545455,14030,801319.5455,1571089.545,13471384.55,2914519.545
BBK,Vivo Y30 2020 Dual SIM TD-LTE V1 IN ID PK MN 128GB 1938,12591,20-May,197,Android,Google Android 10 (Q),2300,Helio P35,94992,4,128,4,164.34,720x1560,266,0,PowerVR GE8320,11243,2,1,1,1,1,10,5000,0.8,13,2.2,"HDR photo
 , HDR video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",11,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26600,137235,6254.545455,15000,804289.5455,1670089.545,13771354.55,2818489.545
BBK,Vivo Y50 2020 Dual SIM TD-LTE V1 IN ID 128GB 1935,15291,20-Jun,197,Android,Google Android 10 (Q),2000,Snapdragon 665,143390,8,128,4,165.86,1080x2340,395,0,Qualcomm Adreno 610,24816,2,1,1,1,1,10,5000,0.8,13.4,2.2,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,200206,6254.545455,15000,880160.5455,1745960.545,20081354.55,4171460.545
BBK,Vivo Y90 Dual SIM TD-LTE IN 16GB 1908,8099,19-Jul,163.5,Android,Google Android 8.1 (Oreo),2000,Helio A22,79758,2,16,3,157.98,720x1520,270,0,PowerVR GE8300,7567,1,1,1,1,0,10,4030,0.8,8,2,"HDR photo
 , HDR video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Smile detection",9,4.9,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,27000,112325,6800,14030,833355,1549125,11280330,2833155
BBK,Vivo Z1 Pro Premium Edition Dual SIM TD-LTE IN 128GB 1951,15999,19-Jul,201,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,6,128,4,165.9,1080x2340,395,0,Qualcomm Adreno 616,38288.5,2,1,1,1,0,18,5000,1.12,15.9,1.78,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection",12,32,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,296291.5,7861.573034,23000,1144948.803,2643653.073,29699511.57,4277153.073
BBK,Vivo Z1 Pro Premium Edition Dual SIM TD-LTE IN 64GB 1951,13999,19-Jul,201,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,6,64,4,165.9,1080x2340,395,0,Qualcomm Adreno 616,38288.5,2,1,1,1,0,18,5000,1.12,15.9,1.78,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection",12,32,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,296291.5,7861.573034,23000,1144948.803,2643653.073,29699511.57,4277153.073
BBK,Vivo Z1x Dual SIM TD-LTE IN 128GB 1917,18990,19-Sep,189.6,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,6,128,4,162,1080x2340,404,1,Qualcomm Adreno 616,38288.5,2,1,1,0,1,22.5,4500,0.8,48,1.79,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40401,296291.5,7503.910615,27000,1114083.562,3044196.411,29704054.91,4370895.411
BBK,Vivo Z1x Dual SIM TD-LTE IN 64GB 1917,16990,19-Sep,189.6,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,6,64,4,162,1080x2340,404,1,Qualcomm Adreno 616,38288.5,2,1,1,0,1,22.5,4500,0.8,48,1.79,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,32,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40401,296291.5,7503.910615,27000,1114083.562,3044196.411,29704054.91,4370895.411
Motorola,Edge 5G Global Dual SIM TD-LTE XT2063-3,49990,20-May,188,Android,Google Android 10 (Q),2300,Snapdragon 765,284782,6,128,4,170.2,1080x2340,385,1,Qualcomm Adreno 620,68545,2,2,1,1,1,18,4500,0.8,63.7,1.8,"EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",16,24.9,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,38501,386327,7466.666667,22500,1193994.667,2682294.667,38701167.67,4266393.667
Motorola,Edge+ 5G Global TD-LTE XT2061-3,64999,20-May,203,Android,Google Android 10 (Q),2840,Snapdragon 865,581363,12,256,5,170.2,1080x2340,385,1,Qualcomm Adreno 650,146854,3,2,1,0,1,18,5000,0.8,108.6,1.8,"EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",16,24.8,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,38501,773617,7466.666667,23000,1581784.667,3119584.667,77430667.67,4654183.667
Motorola,Moto E6s Dual SIM TD-LTE IN 64GB XT2025-2 / Moto E6 Plus,9990,19-Sep,149.7,Android,Google Android 9.0 (Pie),2000,Helio P22,75418,4,64,3,154.9,720x1560,282,0,PowerVR GE8320,11243,2,1,1,1,0,10,3000,1.12,13,2,"HDR photo
 , HDR video
 , Red-eye reduction
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Face retouch",10,8,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,28200,113661,7120,13000,866861,1448981,11414420,2953781
Motorola,Moto G7 Dual SIM TD-LTE IN 64GB XT1962-6,9999,19-Mar,172,Android,Google Android 9.0 (Pie),1800,Snapdragon 632,118489,4,64,3,158.49,1080x2270,403,0,Qualcomm Adreno 506,13259,3,1,1,1,1,10,3000,1.25,12,1.8,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",15,8,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,40300,156748,7916.666667,13000,1001714.667,1504964.667,15736016.67,4207664.667
Motorola,Moto G7 Play Global Dual SIM TD-LTE 32GB XT1952-1,13990,19-Feb,149,Android,Google Android 9.0 (Pie),1800,Snapdragon 632,118489,2,32,3,144,720x1512,295,0,Qualcomm Adreno 506,13259,2,1,1,1,1,10,3000,1.12,13,2,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",15,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,29500,154748,7120,13000,909248,1491368,15524420,3124868
Motorola,Moto G7 Power Global Dual SIM TD-LTE 64GB XT1955-4,15999,19-Feb,193,Android,Google Android 9.0 (Pie),1800,Snapdragon 632,118489,4,64,3,157.5,720x1570,279,0,Qualcomm Adreno 506,13259,2,1,1,1,1,10,5000,1.25,12,2,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",15,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27900,156748,7250,15000,924648,1691898,15724950,2968998
Motorola,Moto G8 Dual SIM TD-LTE APAC XT2045-6,18390,20-Apr,188.3,Android,Google Android 10 (Q),2000,Snapdragon 665,143390,4,64,4,162.56,720x1560,268,0,Qualcomm Adreno 610,24816,2,1,1,1,1,10,4000,1.12,15.9,1.7,"EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",16,8,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,26800,196206,8178.823529,14000,1054888.353,1631184.824,19669578.82,2898384.824
Motorola,Moto G8 Plus Global Dual SIM TD-LTE XT2019-1 / One Vision Plus,13999,19-Oct,188,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,64,4,160,1080x2280,401,0,Qualcomm Adreno 610,24816,2,2,1,1,1,18,4000,0.8,48,1.7,"EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",17,24.8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40100,196206,7858.823529,22000,1044188.353,2444164.824,19690558.82,4236064.824
Motorola,Moto G9 Play 2020 Global Dual SIM TD-LTE 64GB XT2083-3 / Moto G9,14890,20-Aug,200,Android,Google Android 10 (Q),2000,Snapdragon 662,175239,4,64,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,1,15,5000,0.8,48,1.7,"Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,228055,7858.823529,20000,1060937.353,2262913.824,22860358.82,2955913.824
Motorola,Moto One Action Global Dual SIM TD-LTE 128GB XT2013-2,10999,19-Sep,181,Android,Google Android 9.0 (Pie),2200,Exynos 9609,185452,4,128,4,160,1080x2520,435,0,ARM Mali-G72 MP3,20615,2,1,1,1,1,10,3500,1.25,12,1.8,"EIS
 , EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",16,12,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,43500,236067,7916.666667,13500,1084733.667,1637483.667,23671616.67,4607483.667
Motorola,Moto One Fusion+ Dual SIM TD-LTE APAC XT2067-3,16999,20-Jun,210,Android,Google Android 10 (Q),2200,Snapdragon 730G,274094,6,128,4,165.1,1080x2340,396,0,Qualcomm Adreno 618,52700,2,1,1,1,1,18,5000,0.8,63.7,1.8,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",16,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39600,358794,7466.666667,23000,1168060.667,2705860.667,35949466.67,4349260.667
Motorola,Moto One Macro Global Dual SIM TD-LTE XT2016-1,9999,19-Oct,186,Android,Google Android 9.0 (Pie),2000,Helio P70,189114,4,64,4,157.5,720x1520,271,0,ARM Mali-G72 MP3,20615,2,1,1,1,1,10,4000,1.12,13,2,"EIS
 , EIS (video)
 , HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",14,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27100,237729,7120,14000,990829,1671949,23821120,2968849
Motorola,Moto One Vision Dual SIM TD-LTE EMEA APAC 128GB XT1970-3,14999,19-Aug,181,Android,Google Android 9.0 (Pie),2200,Exynos 9609,185452,4,128,4,160,1080x2520,435,0,ARM Mali-G72 MP3,20615,2,1,1,1,1,15,3500,0.8,48,1.7,"EIS
 , EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",18,24.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,43500,236067,7858.823529,18500,1083949.353,2137425.824,23676558.82,4612425.824
Motorola,RAZR 2019 Global TD-LTE XT2000-2,124999,20-Apr,205,Android,Google Android 9.0 (Pie),2200,Snapdragon 710,215043,6,128,4,157.5,876x2142,373,1,Qualcomm Adreno 616,38288.5,4,1,0,0,1,18,2510,1.22,16.3,1.7,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",16,4.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,37301,285331.5,8278.823529,20510,1171024.853,2381911.324,28599239.82,4044220.324
Oneplus,OnePlus 8T 128GB,42979,20-Oct,188,Android,"Android 11, OxygenOS 11",2840,Snapdragon 865,581363,8,128,4,160.7,1080x2400,402,1,Qualcomm Adreno 650,146854,0,2,0,0,1,65,4500,0.8,48,2.4,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,40201,768617,5800,69500,1458318,7764618,76977201,4864017
Oneplus,OnePlus 8T 256GB,45980,20-Oct,188,Android,"Android 11, OxygenOS 11",2840,Snapdragon 865,581363,12,256,4,160.7,1080x2400,402,1,Qualcomm Adreno 650,146854,0,2,0,0,1,65,4500,0.8,48,2.4,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,40201,772617,5800,69500,1462318,7768618,77377201,4868017
Oneplus,OnePlus Nord 64GB,24999,20-Jul,184,Android,"Android 10, OxygenOS 10.5.9",2400,Snapdragon 765G,308083,6,64,3,158.3,1080x2400,408,1,Qualcomm Adreno 620,68545,0,1,0,0,1,30,4115,0.8,48,1.8,"Dual-LED flash, HDR, panorama",13,32,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40801,409628,7466.666667,34115,1231210.667,3869395.667,41045182.67,4531309.667
Oneplus,OnePlus Nord 128GB,27999,20-Jul,184,Android,"Android 10, OxygenOS 10.5.9",2400,Snapdragon 765G,308083,8,128,3,158.3,1080x2400,408,1,Qualcomm Adreno 620,68545,0,1,0,0,1,30,4115,0.8,48,1.8,"Dual-LED flash, HDR, panorama",13,32,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40801,411628,7466.666667,34115,1233210.667,3871395.667,41245182.67,4533309.667
Oneplus,OnePlus Nord 256GB,29999,20-Jul,184,Android,"Android 10, OxygenOS 10.5.9",2400,Snapdragon 765G,308083,12,256,3,158.3,1080x2400,408,1,Qualcomm Adreno 620,68545,0,1,0,0,1,30,4115,0.8,48,1.8,"Dual-LED flash, HDR, panorama",13,32,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40801,415628,7466.666667,34115,1237210.667,3875395.667,41645182.67,4537309.667
Oneplus,OnePlus 8 Pro 128GB,54999,20-Apr,199,Android,"Android 10, upgradable to Android 11, OxygenOS 11",2840,Snapdragon 865,581363,8,128,4,165.3,1440x3168,513,1,Qualcomm Adreno 650,146854,0,2,0,0,1,30,4510,1.12,48,2.5,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51301,768617,5920,34510,1446428,4276838,76953431,5939147
Oneplus,OnePlus 8 Pro 256GB,59999,20-Apr,199,Android,"Android 10, upgradable to Android 11, OxygenOS 11",2840,Snapdragon 865,581363,12,256,4,165.3,1440x3168,513,1,Qualcomm Adreno 650,146854,0,2,0,0,1,30,4510,1.12,48,2.5,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51301,772617,5920,34510,1450428,4280838,77353431,5943147
Oneplus,OnePlus 8 128GB,41765,20-Apr,180,Android,"Android 10, upgradable to Android 11, OxygenOS 11",2840,Snapdragon 865,581363,8,128,4,160.2,1080x2400,402,1,Qualcomm Adreno 650,146854,0,2,0,0,1,30,4300,0.8,48,2.4,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40201,768617,5800,34300,1423118,4244618,76942001,4828817
Oneplus,OnePlus 8 256GB,44999,20-Apr,180,Android,"Android 10, upgradable to Android 11, OxygenOS 11",2840,Snapdragon 865,581363,12,256,4,160.2,1080x2400,402,1,Qualcomm Adreno 650,146854,0,2,0,0,1,30,4300,0.8,48,2.4,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40201,772617,5800,34300,1427118,4248618,77342001,4832817
